external,year,test_1,session_3,session_4,test_2,dropout,outside_interaction,first_sessions
True,3,4,72.0,88.0,5.0,False,0.8548883801881839,147
True,2,1,42.0,49.0,2.0,False,2.7413237970948625,19
True,2,5,78.0,47.0,5.0,False,1.9649094471547832,109
True,2,2,12.0,45.0,1.0,True,0.8826405033986346,73
False,2,5,14.0,28.0,4.0,False,3.1506597627971873,132
True,1,1,94.0,66.0,3.0,False,1.806256412360025,81
False,3,2,47.0,34.0,4.0,False,2.66368436880808,147
True,3,1,84.0,32.0,4.0,False,0.5644195066183523,101
True,2,2,41.0,0.0,1.0,False,1.0424483358952357,87
True,1,3,16.0,35.0,3.0,False,0.32916475535701334,93
False,3,5,66.0,46.0,3.0,False,2.029725008881969,123
False,3,5,12.0,38.0,5.0,False,0.5529457534181358,13
True,3,1,96.0,72.0,4.0,False,2.4710452605812865,123
True,3,3,5.0,35.0,2.0,False,0.47799875764877126,59
True,2,2,52.0,99.0,1.0,False,2.224389287147833,175
False,2,5,72.0,94.0,5.0,False,1.4229799833414805,137
True,3,3,57.0,56.0,1.0,False,0.6109895760989084,130
False,1,2,38.0,41.0,4.0,False,3.848370101632977,32
True,3,4,56.0,35.0,4.0,False,1.940132086372817,86
True,3,3,4.0,38.0,3.0,False,2.7575218418756524,95
True,2,5,34.0,43.0,4.0,False,0.98324971551262,179
True,2,5,45.0,74.0,4.0,False,0.2904688735698316,75
True,3,2,9.0,32.0,1.0,True,0.17644106344600424,77
True,2,3,24.0,29.0,5.0,False,0.6508402555879333,121
False,3,1,42.0,85.0,1.0,False,3.3935063718408336,66
False,3,5,89.0,8.0,1.0,False,2.3357971957823445,155
False,2,5,8.0,28.0,2.0,False,0.8880398516588979,15
True,3,1,55.0,33.0,4.0,False,1.8118733537045952,78
True,2,1,35.0,42.0,2.0,False,3.8580140004516608,21
False,1,2,39.0,38.0,2.0,False,3.199059686659276,17
True,1,1,41.0,0.0,1.0,True,1.059081566844639,88
True,3,1,22.0,89.0,4.0,False,0.5709513751536889,77
True,3,5,93.0,61.0,5.0,False,1.6948485037255137,112
True,3,5,1.0,10.0,1.0,False,0.35849906823657846,17
False,2,4,71.0,71.0,1.0,False,1.789840774494929,147
True,1,1,40.0,53.0,1.0,True,0.2592622469087431,78
True,2,2,51.0,33.0,2.0,False,1.4877955450686664,136
True,2,2,76.0,9.0,2.0,False,4.558378905975415,132
False,2,3,16.0,36.0,1.0,False,2.504094129395786,145
True,1,3,94.0,77.0,5.0,False,2.0477306306175223,94
False,1,2,39.0,47.0,2.0,False,4.306541177366005,34
True,3,3,58.0,50.0,2.0,False,2.377207787513714,74
True,1,5,16.0,34.0,4.0,False,1.8797786682883582,36
False,3,5,86.0,46.0,3.0,False,1.96512704023909,129
True,3,2,42.0,45.0,1.0,True,0.6949655572634905,87
True,2,1,1.0,65.0,3.0,False,2.928998743230007,63
True,2,4,32.0,38.0,1.0,False,2.9938143049571924,102
False,2,5,65.0,17.0,1.0,False,1.4195980109189452,64
True,3,3,66.0,83.0,5.0,False,2.506838910968086,158
False,3,3,49.0,57.0,1.0,False,3.4333269797017465,105
False,2,5,75.0,79.0,3.0,False,1.1058915068362716,122
False,2,3,44.0,53.0,1.0,False,1.1527014468279042,117
True,3,1,52.0,33.0,5.0,False,2.1345787715543745,107
False,1,4,87.0,63.0,1.0,False,2.7273451328334226,96
True,1,3,32.0,60.0,3.0,False,0.7372610045575144,26
True,3,3,56.0,77.0,4.0,False,1.8476670040913947,104
True,1,2,29.0,37.0,4.0,False,3.492743193168669,43
True,1,2,63.0,58.0,5.0,False,0.7239874686038767,129
False,2,5,6.0,54.0,2.0,False,0.8232242899317121,4
True,1,1,37.0,46.0,3.0,False,0.37688962253941255,69
False,2,2,72.0,2.0,3.0,False,3.881418970447477,46
False,1,1,72.0,17.0,1.0,False,1.0356765968488226,167
True,3,1,31.0,55.0,4.0,False,1.3734128740056704,56
True,2,4,59.0,6.0,5.0,False,2.1773617540718933,101
True,3,1,73.0,24.0,4.0,False,2.0107821825288794,67
False,2,1,6.0,18.0,4.0,False,0.42331462996376423,18
False,2,5,66.0,59.0,5.0,False,2.3180091671310983,119
True,1,1,57.0,30.0,4.0,False,3.4704930208746956,38
True,3,5,8.0,7.0,1.0,False,1.611809727178468,94
True,2,1,17.0,18.0,5.0,False,0.08822053172300212,63
True,1,5,61.0,1.0,1.0,False,2.595059442691088,111
True,3,4,43.0,76.0,3.0,False,1.9070832175583172,124
True,3,1,74.0,27.0,4.0,False,2.035341950226539,118
True,2,2,28.0,44.0,2.0,False,3.312057579164245,9
True,3,2,49.0,1.0,1.0,True,0.49374713303552,64
True,3,4,76.0,45.0,4.0,False,1.9471214185035368,95
True,3,4,97.0,34.0,5.0,False,1.799484673313612,75
True,2,4,67.0,41.0,4.0,False,3.641534736060437,72
True,2,1,36.0,47.0,4.0,False,3.4950527885723552,61
False,3,2,24.0,66.0,1.0,False,2.1413505106007875,133
True,3,4,67.0,75.0,1.0,False,3.14195306859604,81
True,3,4,53.0,45.0,5.0,False,1.7002478519857769,111
True,2,2,2.0,29.0,3.0,False,2.6449591355392976,107
True,3,2,74.0,63.0,5.0,False,1.9180995071631504,178
True,3,5,11.0,50.0,4.0,False,0.5819676647585221,6
True,1,1,23.0,43.0,4.0,False,3.3426694743750875,22
True,3,1,90.0,50.0,3.0,False,4.069093916582621,86
True,3,1,29.0,11.0,1.0,True,0.5653344338091189,61
False,2,5,25.0,54.0,1.0,False,2.3011583430973883,43
True,2,5,6.0,22.0,5.0,False,0.6701881964815242,22
False,2,2,7.0,27.0,2.0,False,1.446384953337297,140
True,3,1,54.0,20.0,3.0,False,1.2533106589418894,123
False,1,1,33.0,32.0,2.0,False,2.3222537176895184,12
False,3,3,61.0,48.0,2.0,True,1.3651537537450147,97
False,3,1,36.0,46.0,3.0,False,3.8580140004516608,22
True,2,2,20.0,68.0,1.0,False,0.5171521030313363,26
True,2,2,45.0,18.0,3.0,False,2.3180091671310983,176
False,3,4,10.0,21.0,2.0,False,0.6411662851411379,14
True,2,3,10.0,95.0,2.0,False,1.2067183120345635,65
False,2,2,55.0,52.0,2.0,False,3.3950963557112903,33
True,3,3,62.0,7.0,1.0,True,0.6701881964815242,100
True,1,2,78.0,46.0,2.0,True,1.0946576241471315,179
True,2,3,37.0,24.0,2.0,True,0.3060721869003758,103
True,3,1,92.0,31.0,2.0,False,1.4533742854680167,94
True,3,5,16.0,7.0,5.0,False,2.110019003856715,72
True,3,5,75.0,97.0,5.0,False,3.647151677405007,179
True,1,3,80.0,59.0,4.0,False,3.386517039710114,149
True,1,1,54.0,34.0,2.0,False,1.5058011668042195,128
False,1,1,83.0,74.0,5.0,False,2.499849578837366,71
True,3,1,9.0,44.0,3.0,False,0.7059818468683237,5
True,3,1,75.0,20.0,5.0,False,2.312392225786528,111
False,3,2,34.0,51.0,1.0,True,1.210745269508677,142
False,3,1,51.0,38.0,2.0,False,3.000586044003606,16
True,3,3,64.0,23.0,4.0,False,2.377207787513714,128
True,3,1,79.0,11.0,3.0,False,0.7777867407262294,97
True,1,5,69.0,4.0,5.0,False,1.4243523741276305,41
False,3,5,83.0,58.0,2.0,True,0.3641160095811484,150
True,1,2,95.0,59.0,4.0,False,3.7587771791238254,172
True,1,5,84.0,15.0,4.0,False,0.8236817535270955,124
False,2,2,25.0,42.0,3.0,False,3.6649397060562534,37
False,2,1,23.0,43.0,1.0,False,3.576719174333251,15
True,3,5,78.0,31.0,2.0,False,0.41558550432659436,88
True,3,4,67.0,25.0,3.0,False,1.7360415023725762,134
True,1,2,40.0,37.0,3.0,False,2.2943866040509753,151
False,3,5,42.0,89.0,1.0,True,1.6244160006537578,101
True,3,1,7.0,44.0,4.0,False,0.27027853651357636,10
True,1,3,40.0,53.0,1.0,True,1.5528286998801588,114
True,1,1,95.0,29.0,4.0,False,1.800857064099762,101
True,3,2,44.0,0.0,1.0,True,0.12963112345437156,107
True,3,1,72.0,4.0,3.0,False,0.470509502522678,177
True,1,1,60.0,35.0,4.0,False,1.7290521702418564,93
True,1,2,73.0,45.0,5.0,False,1.4713799072035698,12
True,1,1,72.0,54.0,1.0,False,1.9291157967679837,128
True,2,4,86.0,59.0,5.0,False,2.4476402905854697,118
True,1,1,36.0,15.0,3.0,False,1.1002745654917017,107
True,2,4,57.0,17.0,2.0,False,2.4034849172818005,118
True,3,4,80.0,6.0,3.0,False,0.235254751261339,44
False,3,5,12.0,46.0,2.0,False,0.27027853651357636,13
True,3,4,51.0,60.0,1.0,False,0.5020062532961754,69
True,2,4,47.0,44.0,1.0,True,0.8826405033986346,75
True,1,1,65.0,71.0,5.0,False,1.7774520941039458,79
False,1,2,39.0,42.0,2.0,False,2.257220562878026,27
False,1,2,22.0,32.0,2.0,False,2.300003545395545,100
False,3,5,12.0,48.0,5.0,False,0.42331462996376423,17
True,3,5,74.0,5.0,2.0,False,0.5115351616867663,72
False,1,2,40.0,45.0,4.0,False,2.2754437776978857,31
True,3,4,88.0,16.0,2.0,False,2.369783269214381,75
False,2,5,85.0,62.0,2.0,False,0.8288412312762821,111
True,3,5,77.0,98.0,4.0,False,1.5361954689307558,165
True,2,4,60.0,67.0,5.0,False,2.576618634786921,83
True,3,2,58.0,46.0,3.0,False,2.0711356006133386,118
False,3,1,46.0,22.0,2.0,False,1.730642154112313,128
False,3,2,36.0,65.0,5.0,False,0.7996742578796914,163
False,1,1,32.0,74.0,2.0,False,2.90494099398127,116
True,2,5,43.0,19.0,3.0,False,0.6467832264857079,178
False,3,5,9.0,11.0,5.0,False,0.6411662851411379,16
False,3,5,8.0,24.0,1.0,False,0.44671959995958055,10
True,2,5,77.0,92.0,2.0,False,1.46439057507285,191
True,3,2,73.0,95.0,5.0,True,0.6233782564898915,161
False,2,5,88.0,57.0,4.0,False,1.764845820628656,143
True,3,4,68.0,41.0,3.0,False,2.6711088871074136,171
True,2,1,34.0,31.0,4.0,False,2.7977776359051787,7
True,1,5,60.0,60.0,4.0,False,0.5005188720819331,150
False,2,5,1.0,51.0,4.0,False,0.6177613151453216,13
False,1,2,50.0,32.0,3.0,False,3.5013225091698454,27
False,1,5,88.0,54.0,1.0,True,0.6481556172718578,151
True,2,2,67.0,54.0,2.0,False,4.63442835039174,100
True,3,5,65.0,75.0,5.0,False,1.611809727178468,110
True,3,5,70.0,52.0,4.0,False,1.6754704912038108,96
True,2,2,45.0,40.0,2.0,False,1.9223440577215705,18
False,2,5,8.0,37.0,4.0,False,0.5171521030313363,15
False,3,1,48.0,52.0,2.0,False,2.7345520580484495,25
False,3,2,87.0,11.0,1.0,False,3.612295231635744,161
True,3,5,64.0,67.0,5.0,False,1.723652821981593,105
True,2,4,57.0,65.0,1.0,False,2.717918827099046,146
True,1,2,23.0,41.0,2.0,False,2.7219457845731596,9
False,3,5,7.0,17.0,2.0,False,0.6053726347543384,21
False,1,1,59.0,49.0,1.0,False,3.9010145760534867,18
True,1,1,93.0,37.0,5.0,False,1.7704627619732258,122
False,3,5,52.0,27.0,3.0,False,1.0205307471136618,71
False,1,3,21.0,12.0,5.0,False,2.69875840766165,34
False,3,3,75.0,78.0,5.0,False,1.9579201150240633,175
False,2,4,65.0,66.0,3.0,False,2.7413237970948625,133
True,2,4,61.0,72.0,1.0,False,0.8236817535270955,57
False,1,1,30.0,30.0,2.0,False,3.1290623697561344,37
True,3,2,56.0,70.0,4.0,False,1.5181898471952027,105
True,1,2,32.0,31.0,2.0,False,1.9705263884993531,21
True,2,4,13.0,5.0,5.0,False,0.6825768768725073,97
False,2,2,24.0,43.0,2.0,False,4.169703128696606,36
True,3,5,12.0,46.0,3.0,False,0.5763507234139521,11
True,2,1,32.0,53.0,4.0,False,3.364266867416141,22
True,2,2,74.0,41.0,5.0,False,2.2531936054039123,90
True,2,4,68.0,33.0,4.0,False,0.47799875764877126,39
True,2,2,38.0,6.0,1.0,True,0.3060721869003758,109
True,3,1,93.0,53.0,5.0,False,2.0049476481000026,117
True,1,4,52.0,25.0,4.0,False,4.2523067190750385,110
False,3,5,12.0,24.0,4.0,False,0.7115987882128937,10
False,2,5,51.0,2.0,5.0,False,2.8859981676281805,16
True,1,2,84.0,24.0,5.0,False,0.7777867407262294,109
True,1,2,82.0,27.0,5.0,False,2.505248927097629,90
False,3,1,66.0,34.0,2.0,True,1.5528286998801588,160
False,3,4,85.0,57.0,3.0,False,3.1288447766718273,86
True,1,5,94.0,57.0,4.0,False,1.629815348914021,90
False,3,2,25.0,49.0,2.0,False,3.292679566642542,20
True,2,2,56.0,36.0,5.0,False,1.9358875358143968,115
True,2,5,8.0,34.0,4.0,False,2.980990438397596,132
True,1,5,71.0,23.0,5.0,False,1.9703087954150464,148
True,3,2,84.0,31.0,5.0,False,1.812090946788902,132
False,3,1,38.0,44.0,1.0,False,3.607331069544094,13
True,3,4,8.0,24.0,1.0,False,0.6467832264857079,11
False,3,5,2.0,33.0,4.0,False,0.6467832264857079,21
True,3,5,66.0,12.0,5.0,False,1.446384953337297,126
True,2,5,71.0,60.0,4.0,False,2.1773617540718933,152
True,3,5,80.0,81.0,4.0,False,1.4353686637324636,122
True,2,5,87.0,48.0,4.0,False,2.370436048467301,94
False,2,1,3.0,32.0,5.0,False,1.6822422302502238,142
False,3,3,44.0,24.0,1.0,False,0.4393028758615895,64
False,1,2,45.0,48.0,2.0,False,3.152032153583337,40
False,2,2,64.0,23.0,3.0,False,0.9652440937770668,142
False,3,1,6.0,33.0,4.0,False,0.4523365413041506,4
True,1,3,87.0,8.0,2.0,False,1.2949388437575657,90
False,2,5,13.0,16.0,3.0,False,0.3350940982407621,5
True,1,1,29.0,37.0,2.0,False,3.728600470081596,27
True,3,3,47.0,47.0,4.0,False,0.2427440063874323,57
True,1,2,33.0,11.0,1.0,True,0.7530093799442631,70
True,3,5,36.0,32.0,3.0,False,0.5644195066183523,105
True,3,5,61.0,20.0,5.0,False,1.3181262206690754,55
True,1,5,50.0,63.0,5.0,False,1.1169077964411047,119
False,3,5,4.0,56.0,4.0,False,0.3350940982407621,22
True,3,3,63.0,14.0,1.0,True,0.17644106344600424,95
False,2,4,58.0,35.0,3.0,False,3.0179388864862386,106
True,3,3,26.0,20.0,1.0,True,0.0,112
True,3,5,1.0,24.0,4.0,False,0.4523365413041506,17
True,3,5,54.0,51.0,2.0,False,0.8065910589823089,59
True,1,3,85.0,47.0,3.0,False,2.0007030975415825,135
False,1,3,97.0,51.0,1.0,False,2.2452670686556564,143
False,3,5,9.0,17.0,1.0,False,0.46472522169513364,19
True,2,2,31.0,30.0,1.0,True,0.8826405033986346,74
True,3,4,60.0,72.0,3.0,False,0.41558550432659436,119
False,3,4,73.0,12.0,1.0,True,1.199511386819537,95
False,3,5,8.0,43.0,3.0,False,0.5529457534181358,21
True,1,1,25.0,36.0,3.0,False,1.8933221463811845,29
True,1,1,16.0,59.0,4.0,False,3.0460235932090884,125
True,3,5,5.0,48.0,2.0,False,0.5295407834223195,23
False,3,4,13.0,45.0,3.0,False,0.5115351616867663,21
True,2,5,63.0,14.0,4.0,False,0.7225726184177367,90
False,3,5,4.0,19.0,1.0,False,0.46472522169513364,12
False,2,3,85.0,69.0,2.0,False,1.6658265923851272,114
False,2,4,72.0,78.0,5.0,False,2.106929251000138,168
False,1,2,77.0,62.0,1.0,True,1.0010377441638663,139
False,2,1,43.0,37.0,4.0,False,2.1649730736809105,13
True,3,1,22.0,62.0,5.0,False,2.9618300189601996,146
False,2,3,87.0,20.0,2.0,False,4.445381013470446,89
True,3,5,4.0,16.0,2.0,False,0.6411662851411379,15
False,3,4,15.0,49.0,1.0,True,1.083858927626605,125
True,3,5,9.0,44.0,5.0,False,0.44671959995958055,14
True,3,1,86.0,39.0,4.0,False,1.8174902950491651,103
True,2,1,93.0,71.0,1.0,False,1.8228896433094284,92
True,3,5,91.0,74.0,4.0,False,0.900428532049881,123
False,1,4,88.0,79.0,5.0,False,1.516599863324746,116
True,2,5,99.0,15.0,5.0,False,2.4778169996276995,20
True,1,5,56.0,63.0,3.0,False,3.998879006595172,139
True,3,5,8.0,33.0,4.0,False,0.8880398516588979,4
True,2,3,53.0,61.0,4.0,False,0.878895875835588,107
True,2,2,83.0,67.0,2.0,True,1.1887126902990104,139
False,2,1,54.0,46.0,3.0,False,2.6402793988122637,41
True,1,1,47.0,90.0,1.0,False,0.5819676647585221,56
False,2,2,80.0,53.0,5.0,False,2.593687051904938,149
False,3,5,7.0,57.0,4.0,False,0.5763507234139521,12
True,3,5,7.0,31.0,4.0,False,0.42331462996376423,4
True,1,5,77.0,7.0,5.0,False,1.4934124864132363,175
False,3,5,61.0,70.0,2.0,True,1.1527014468279042,154
True,3,2,67.0,72.0,4.0,False,0.8860950068492723,107
False,1,5,79.0,76.0,2.0,False,2.111173801558558,120
False,2,2,49.0,48.0,1.0,True,0.9762603833819,137
False,3,5,9.0,12.0,4.0,False,0.6287776047501548,12
True,1,5,48.0,2.0,3.0,True,0.7998193199358958,105
True,2,1,53.0,30.0,2.0,False,2.669518903236957,35
True,1,1,90.0,75.0,1.0,False,1.775862110233489,108
True,2,3,71.0,74.0,5.0,False,1.2011013706899936,125
False,2,2,48.0,50.0,2.0,False,2.570499674993428,27
False,3,4,5.0,53.0,5.0,False,0.5529457534181358,17
True,1,3,3.0,61.0,2.0,False,0.6196336289268448,78
False,3,5,8.0,38.0,1.0,False,0.6467832264857079,23
False,2,5,1.0,17.0,4.0,False,0.7059818468683237,11
True,3,5,95.0,53.0,3.0,False,0.9348497916505305,126
False,1,3,86.0,11.0,2.0,False,4.457987286945736,106
True,1,5,82.0,10.0,1.0,False,0.7225726184177367,63
False,1,1,22.0,49.0,3.0,False,3.1506597627971873,23
True,1,5,28.0,78.0,2.0,False,3.0401890587802116,82
True,3,3,44.0,6.0,1.0,True,0.7169981364731569,117
True,3,1,75.0,59.0,3.0,False,1.4934124864132363,111
False,2,2,44.0,35.0,4.0,False,2.7303075074900294,20
True,3,5,69.0,26.0,2.0,False,1.1637177364327376,164
True,1,5,71.0,94.0,2.0,False,1.5224343977536228,111
False,3,5,5.0,48.0,4.0,False,0.8232242899317121,15
False,2,5,44.0,59.0,4.0,False,2.0821518902181717,119
True,1,5,53.0,23.0,1.0,False,1.6656089993008205,113
False,2,2,28.0,37.0,4.0,False,3.7655489181702384,41
True,2,5,76.0,76.0,5.0,False,1.47000751641742,100
True,2,1,68.0,58.0,3.0,False,1.0644809151049022,64
True,3,3,68.0,31.0,5.0,False,2.282215516744299,115
False,3,4,8.0,50.0,1.0,False,0.73500375820871,18
True,2,2,20.0,30.0,2.0,False,2.9935967118728857,23
True,1,3,35.0,74.0,3.0,False,1.8575284959943847,147
False,2,2,54.0,45.0,2.0,False,1.8933221463811845,29
False,1,1,39.0,99.0,3.0,False,3.080227259725431,103
False,3,1,29.0,60.0,5.0,False,1.9536755644656432,92
True,1,2,26.0,6.0,5.0,False,1.3734128740056704,32
False,3,5,4.0,50.0,4.0,False,0.3350940982407621,11
True,3,2,30.0,38.0,2.0,False,2.8983868480191637,41
False,3,5,42.0,29.0,1.0,False,1.796487633458358,156
False,2,2,22.0,31.0,2.0,False,4.234518690423792,28
False,3,3,71.0,83.0,5.0,False,1.2521558612400463,135
True,2,5,82.0,56.0,5.0,False,2.546877111913305,64
False,3,1,7.0,42.0,3.0,False,0.6701881964815242,15
False,3,1,25.0,59.0,3.0,False,2.6758554561147565,143
True,3,5,53.0,68.0,5.0,False,2.2309434331099394,181
True,3,5,92.0,34.0,5.0,False,2.106929251000138,78
True,1,4,73.0,80.0,5.0,False,2.9421070351542196,67
True,2,1,84.0,29.0,5.0,False,1.5181898471952027,124
True,1,3,37.0,21.0,1.0,True,0.6701881964815242,89
True,3,2,89.0,42.0,3.0,False,1.9939313584951694,78
True,1,2,62.0,59.0,3.0,False,1.300338192017829,50
False,3,5,11.0,44.0,5.0,False,0.6411662851411379,20
True,2,1,62.0,29.0,4.0,False,0.3060721869003758,164
False,2,5,5.0,30.0,2.0,False,0.6411662851411379,9
False,3,4,1.0,11.0,2.0,False,0.4523365413041506,9
True,3,4,85.0,33.0,5.0,False,1.3307324941443652,151
False,3,1,59.0,36.0,3.0,False,3.6419699222290505,43
True,1,3,95.0,3.0,5.0,False,1.2465389198954764,131
False,3,1,55.0,10.0,3.0,False,0.47799875764877126,53
True,2,3,68.0,9.0,3.0,False,2.0643638615669255,160
False,3,2,80.0,24.0,3.0,False,1.458003768593718,104
True,3,1,6.0,46.0,4.0,False,0.6467832264857079,7
False,3,5,3.0,26.0,5.0,False,0.6287776047501548,9
False,2,2,71.0,89.0,2.0,False,4.128510130049544,23
False,1,2,29.0,36.0,2.0,False,3.1988420935749695,18
False,3,5,2.0,22.0,4.0,False,0.6053726347543384,14
True,3,4,81.0,58.0,5.0,False,1.806256412360025,113
False,1,1,48.0,36.0,2.0,False,4.553197150799458,20
False,2,1,45.0,37.0,2.0,False,2.910775528410147,22
True,3,3,48.0,62.0,1.0,True,0.38889337036311467,119
True,1,2,36.0,58.0,1.0,False,1.0246603072439893,64
True,3,2,12.0,62.0,4.0,False,1.983132661974643,66
False,3,4,12.0,19.0,2.0,False,0.7998193199358958,8
True,3,3,48.0,21.0,1.0,True,0.5405570730271527,105
True,3,4,54.0,68.0,3.0,False,2.1525843932899273,142
True,1,1,77.0,51.0,4.0,False,2.5592657923042883,92
False,3,5,6.0,17.0,4.0,False,0.7998193199358958,13
False,3,2,75.0,18.0,3.0,False,4.563995847319984,174
True,1,3,66.0,3.0,5.0,False,0.3999096599679479,115
False,2,1,23.0,38.0,4.0,False,3.8580140004516608,7
True,1,2,22.0,22.0,2.0,False,1.2769332220220124,162
True,3,2,42.0,73.0,3.0,False,0.6825768768725073,51
True,3,1,86.0,43.0,5.0,False,2.2408049250129296,121
True,1,3,61.0,68.0,1.0,False,1.95813770810837,73
True,2,1,35.0,42.0,2.0,False,3.712402425300806,43
True,3,4,66.0,63.0,4.0,False,0.4393028758615895,63
True,3,4,80.0,28.0,5.0,False,0.7707974085955094,90
False,2,5,76.0,10.0,5.0,False,1.7582916746665496,105
False,2,2,90.0,49.0,3.0,False,4.268939950024442,163
True,1,2,84.0,33.0,2.0,False,1.788468383708779,98
True,2,4,54.0,0.0,1.0,True,0.12963112345437156,85
True,3,3,47.0,22.0,1.0,False,4.017821832948262,142
True,2,3,74.0,45.0,1.0,True,1.800857064099762,170
False,3,4,47.0,64.0,2.0,True,1.012271626853006,129
True,3,2,68.0,46.0,4.0,False,1.9234988554234138,84
True,3,2,19.0,32.0,1.0,False,0.2904688735698316,110
False,2,1,85.0,22.0,5.0,True,2.1649730736809105,110
True,3,2,55.0,2.0,1.0,True,0.5405570730271527,98
True,1,5,98.0,69.0,5.0,False,1.8408952650449817,112
False,2,4,66.0,2.0,4.0,False,1.0867310873988754,71
False,1,2,30.0,34.0,2.0,False,2.8889605422847873,30
True,3,5,50.0,74.0,3.0,False,1.8586832936962279,141
False,2,2,32.0,35.0,2.0,False,3.364919646669061,17
False,3,4,58.0,62.0,5.0,False,1.7058647933303468,133
True,1,4,49.0,59.0,2.0,False,1.6007934375736348,125
False,3,3,82.0,23.0,4.0,False,1.7889983783322645,76
True,1,5,55.0,70.0,4.0,False,0.5809377471396632,64
False,1,1,33.0,34.0,4.0,False,2.7359244488345995,15
True,3,5,10.0,52.0,5.0,False,0.73500375820871,9
False,3,5,40.0,45.0,2.0,True,1.9525207667638,112
True,1,4,58.0,15.0,3.0,False,0.7537792450788251,22
True,1,5,90.0,58.0,5.0,False,1.9003114785119042,139
False,3,4,5.0,22.0,4.0,False,0.6467832264857079,16
True,3,5,11.0,57.0,4.0,False,0.7059818468683237,11
True,2,5,90.0,89.0,5.0,False,2.0823694833024784,183
True,3,5,26.0,43.0,5.0,False,1.611809727178468,134
False,3,5,1.0,10.0,1.0,False,0.7998193199358958,10
True,1,5,84.0,6.0,5.0,False,0.8644172885787749,77
True,3,1,76.0,31.0,4.0,False,1.4353686637324636,90
True,3,4,76.0,33.0,4.0,False,2.541477763653042,94
False,3,1,65.0,21.0,2.0,False,2.810166316296162,133
True,1,2,63.0,34.0,2.0,False,1.1941120385592736,82
True,3,4,79.0,69.0,4.0,False,2.435251610194487,87
False,1,5,75.0,31.0,2.0,False,2.606075732295921,172
True,3,5,15.0,81.0,4.0,False,1.71825347372133,158
True,1,4,64.0,72.0,5.0,False,1.6187990593091879,143
False,2,3,14.0,14.0,1.0,False,3.3993409062697104,93
True,3,5,1.0,31.0,4.0,False,0.4523365413041506,9
False,2,4,2.0,12.0,2.0,False,0.6053726347543384,15
False,3,5,6.0,14.0,5.0,False,0.73500375820871,22
False,1,4,41.0,91.0,5.0,False,2.5864801266899113,127
True,3,2,37.0,44.0,2.0,False,3.9242019529649963,32
False,3,5,13.0,32.0,4.0,False,0.6411662851411379,23
True,3,5,51.0,73.0,1.0,False,1.5058011668042195,192
True,3,1,93.0,74.0,3.0,False,2.476662201925856,137
False,3,5,67.0,36.0,1.0,True,0.9074178641806009,156
True,2,4,65.0,4.0,1.0,True,0.0,71
True,3,2,37.0,54.0,3.0,True,0.43570331035474735,92
False,3,3,2.0,52.0,3.0,False,0.8401999940484063,132
True,1,1,97.0,74.0,5.0,False,0.8356129703226952,45
False,1,1,35.0,44.0,2.0,False,2.8281719380317147,34
False,2,1,44.0,37.0,2.0,False,4.047061337372955,27
True,1,2,56.0,22.0,1.0,True,0.12963112345437156,101
True,2,1,13.0,36.0,2.0,False,0.8880398516588979,9
True,2,5,1.0,17.0,1.0,False,3.2762639287774453,105
True,3,3,36.0,93.0,1.0,False,4.1170586542760965,113
False,2,2,61.0,97.0,2.0,True,0.9762603833819,112
True,2,3,26.0,19.0,1.0,True,0.5405570730271527,88
True,3,5,7.0,21.0,2.0,False,0.6701881964815242,7
False,3,1,12.0,24.0,4.0,False,0.42331462996376423,17
False,3,1,64.0,65.0,3.0,False,3.0483331886127747,22
True,3,5,15.0,55.0,3.0,False,0.2904688735698316,155
True,3,4,90.0,42.0,5.0,False,1.7594464723683925,155
True,3,3,89.0,22.0,4.0,False,2.435251610194487,129
True,1,3,33.0,8.0,1.0,True,0.3641160095811484,89
False,2,2,88.0,4.0,5.0,False,3.3505057962390077,86
False,1,5,59.0,24.0,3.0,False,1.5940216985272215,163
True,3,1,60.0,25.0,4.0,False,0.792475126866007,115
False,2,5,79.0,34.0,5.0,False,2.0477306306175223,129
False,2,5,25.0,37.0,5.0,False,2.5244093465350255,154
False,3,3,42.0,42.0,2.0,True,0.8714066207094947,119
False,2,1,38.0,39.0,2.0,False,2.4336616263240303,31
False,1,3,44.0,57.0,1.0,True,2.0821518902181717,155
True,3,3,69.0,48.0,3.0,False,1.5760160767916684,116
True,1,5,69.0,25.0,4.0,False,2.688679322674353,57
False,2,1,40.0,51.0,2.0,False,2.6283259045898943,22
True,2,1,54.0,55.0,5.0,False,1.5719891193175553,126
True,3,5,8.0,28.0,3.0,False,0.2592622469087431,50
True,3,3,54.0,29.0,2.0,False,2.2173999550171133,65
True,3,1,5.0,54.0,1.0,True,0.5653344338091189,92
True,2,4,1.0,23.0,2.0,False,0.3350940982407621,15
False,3,4,78.0,32.0,5.0,False,4.268939950024442,196
True,3,5,64.0,5.0,1.0,True,0.5405570730271527,73
True,3,5,51.0,55.0,1.0,True,1.012271626853006,144
False,3,1,48.0,51.0,2.0,False,3.62936364875376,19
True,3,5,93.0,25.0,2.0,False,1.9167271163770008,94
True,1,5,44.0,88.0,3.0,False,1.2837049610684257,80
False,3,5,11.0,4.0,3.0,False,0.6673584961092441,106
True,3,5,65.0,35.0,4.0,False,1.9538931575499499,129
False,3,4,52.0,18.0,5.0,False,0.9652440937770668,175
True,2,2,23.0,38.0,2.0,False,3.106812197462161,10
