external,year,test_1,session_3,session_4,test_2,session_5,test_3,dropout,outside_interaction,first_sessions
False,2,5,5.0,18.0,2.0,33.0,2.0,False,0.732195287536425,16
False,3,5,2.0,18.0,2.0,39.0,2.0,False,1.1997289799038438,23
True,1,4,85.0,44.0,1.0,65.0,3.0,False,1.3506427980748215,157
True,3,2,91.0,35.0,3.0,92.0,2.0,False,1.8451849230455697,160
True,3,2,5.0,11.0,4.0,48.0,3.0,False,5.12677281968128,79
True,3,4,11.0,31.0,2.0,27.0,1.0,False,0.5998644899519219,12
True,2,2,61.0,72.0,2.0,57.0,4.0,False,2.5338473435714155,172
True,3,1,12.0,44.0,4.0,38.0,4.0,False,0.7757281545470045,8
True,1,1,21.0,52.0,2.0,96.0,3.0,False,4.233832495030717,19
False,3,1,6.0,17.0,2.0,46.0,5.0,False,0.9701748397285618,15
False,1,2,36.0,37.0,2.0,95.0,4.0,False,3.795692211072313,39
True,2,4,92.0,11.0,2.0,27.0,3.0,False,6.546224720817246,119
True,2,4,28.0,28.0,4.0,29.0,1.0,True,0.7169981364731569,124
True,1,1,48.0,51.0,4.0,76.0,3.0,False,3.7996740611042585,25
True,2,5,9.0,53.0,3.0,32.0,5.0,False,0.5026411473611432,5
False,1,2,20.0,48.0,2.0,84.0,1.0,False,5.778921978287096,21
True,3,5,84.0,26.0,2.0,51.0,1.0,False,0.8645260851209282,164
False,2,1,21.0,41.0,3.0,84.0,4.0,False,4.614300453376977,39
False,3,4,76.0,15.0,5.0,87.0,4.0,True,2.1897504344628764,171
True,3,5,5.0,55.0,2.0,47.0,2.0,False,1.0589727703024856,19
True,2,2,57.0,23.0,3.0,73.0,4.0,False,2.029147610031047,95
False,2,2,51.0,51.0,2.0,84.0,3.0,False,3.6589178515029,27
False,3,4,73.0,57.0,5.0,25.0,3.0,False,2.842041805751001,129
False,2,2,57.0,43.0,2.0,46.0,4.0,False,4.798589529988915,23
False,3,5,33.0,59.0,4.0,83.0,2.0,True,2.2365603744545095,101
True,3,5,55.0,39.0,2.0,93.0,1.0,False,0.5914390779350669,150
True,3,4,15.0,78.0,2.0,46.0,1.0,True,0.5405570730271527,70
True,2,5,76.0,28.0,5.0,25.0,4.0,False,2.842041805751001,150
True,3,1,89.0,67.0,5.0,95.0,3.0,False,3.32609993252567,124
True,3,5,81.0,60.0,4.0,72.0,4.0,False,2.250276338189474,80
True,3,1,84.0,58.0,2.0,3.0,1.0,False,1.9234988554234138,134
True,3,5,86.0,87.0,2.0,32.0,1.0,False,3.441906295702923,139
False,3,5,12.0,29.0,2.0,47.0,5.0,False,1.1997289799038438,11
True,1,2,57.0,30.0,2.0,84.0,1.0,False,3.3612073875193946,11
False,3,4,2.0,30.0,5.0,27.0,4.0,False,0.9266419727179824,7
False,2,3,24.0,21.0,4.0,13.0,3.0,False,4.1372619316928585,147
False,1,2,25.0,90.0,5.0,35.0,4.0,False,4.448594397351513,90
True,1,3,9.0,20.0,5.0,18.0,2.0,True,1.318343813753382,98
True,1,4,79.0,74.0,5.0,52.0,3.0,False,3.363265973698619,151
False,2,2,47.0,31.0,1.0,70.0,4.0,False,4.37697368043776,38
False,1,1,37.0,52.0,3.0,94.0,2.0,False,6.61882460661038,28
True,3,1,67.0,42.0,2.0,49.0,4.0,False,2.709384618540038,118
True,2,1,74.0,50.0,3.0,32.0,1.0,True,0.6701881964815242,5
False,2,4,14.0,73.0,3.0,56.0,3.0,False,3.879720190034867,43
False,1,1,45.0,52.0,4.0,78.0,3.0,False,3.077636382137453,35
False,3,2,71.0,60.0,5.0,34.0,2.0,False,4.339807639264811,75
True,1,2,10.0,39.0,4.0,23.0,1.0,True,1.083858927626605,58
True,3,5,82.0,39.0,3.0,92.0,1.0,False,3.0530129253398086,86
True,3,3,23.0,73.0,3.0,37.0,3.0,False,2.115886954425746,118
False,3,1,10.0,48.0,5.0,40.0,4.0,False,1.3320597774883467,18
False,1,2,47.0,45.0,3.0,67.0,3.0,False,4.252741905243653,41
True,3,1,54.0,58.0,2.0,76.0,5.0,False,2.8048757645780524,113
False,2,1,43.0,53.0,2.0,98.0,4.0,False,4.955543784371062,38
False,3,1,60.0,55.0,5.0,64.0,4.0,False,4.00633694103466,184
True,2,5,50.0,95.0,1.0,27.0,4.0,False,6.581332175810971,130
True,3,2,42.0,37.0,1.0,80.0,5.0,False,6.054067571652182,28
False,1,2,44.0,53.0,2.0,87.0,3.0,False,4.798915919615375,7
False,1,5,19.0,24.0,3.0,93.0,2.0,False,2.21549527282221,101
False,3,4,73.0,22.0,2.0,36.0,1.0,False,5.152375445358305,83
False,2,2,46.0,61.0,3.0,8.0,4.0,False,3.565811681270571,162
True,2,3,78.0,39.0,5.0,50.0,2.0,False,3.2207775675444967,114
False,2,3,88.0,8.0,4.0,16.0,3.0,False,4.103233893998978,32
True,1,5,66.0,19.0,3.0,62.0,2.0,False,0.8480016507136783,90
True,3,1,54.0,54.0,1.0,90.0,1.0,False,3.6444520032748753,110
True,3,1,5.0,37.0,3.0,36.0,5.0,False,1.0673981823193406,9
True,3,4,2.0,34.0,3.0,41.0,2.0,False,0.6785048119562258,15
False,3,5,3.0,36.0,4.0,48.0,5.0,False,1.102505637313065,14
False,3,5,10.0,22.0,5.0,30.0,2.0,False,0.5998644899519219,5
True,1,2,30.0,46.0,3.0,44.0,1.0,False,0.6785048119562258,161
False,2,2,39.0,49.0,3.0,85.0,5.0,False,4.068779218258175,22
False,3,5,55.0,27.0,1.0,8.0,2.0,False,5.408611628510456,36
False,2,3,84.0,71.0,4.0,76.0,1.0,False,2.3390742687633983,137
True,3,4,55.0,76.0,1.0,29.0,5.0,False,3.6528774152917305,89
True,3,3,57.0,34.0,5.0,71.0,1.0,False,2.771500506137092,139
True,1,1,46.0,37.0,3.0,85.0,4.0,False,4.903911894970088,7
False,1,1,32.0,53.0,4.0,51.0,3.0,False,4.277038972414837,42
False,3,4,50.0,87.0,3.0,6.0,5.0,False,3.389948016675488,55
True,1,1,85.0,96.0,5.0,51.0,5.0,False,3.2393605881309706,59
False,3,5,1.0,54.0,5.0,29.0,5.0,False,0.8645260851209282,9
False,1,2,28.0,51.0,1.0,80.0,3.0,False,5.603058313692014,32
True,3,4,59.0,52.0,5.0,7.0,2.0,False,4.233179715777798,105
True,3,5,50.0,63.0,4.0,97.0,3.0,False,3.0445875133229534,135
True,3,4,53.0,30.0,1.0,57.0,3.0,False,1.1210886578995396,81
False,3,1,82.0,43.0,1.0,88.0,4.0,True,1.7873135860069358,107
False,3,2,73.0,79.0,2.0,44.0,1.0,False,2.6040622535588644,71
True,3,5,75.0,58.0,2.0,30.0,2.0,False,2.647595120569444,84
True,2,3,64.0,77.0,3.0,8.0,3.0,False,2.153379385225156,136
True,3,5,8.0,50.0,2.0,29.0,4.0,False,1.1997289799038438,20
True,1,3,64.0,14.0,1.0,89.0,2.0,False,4.475276440328384,119
True,3,1,99.0,58.0,4.0,63.0,2.0,False,2.117945540604971,113
False,1,4,32.0,30.0,1.0,84.0,2.0,False,2.471731455974361,72
False,3,5,87.0,8.0,5.0,59.0,4.0,False,3.538803248667242,165
True,3,3,9.0,54.0,5.0,20.0,4.0,False,4.869130829602824,45
True,3,1,66.0,38.0,4.0,36.0,1.0,False,3.063170533909428,111
True,3,2,63.0,60.0,4.0,33.0,1.0,False,2.55847080036906,87
True,1,3,3.0,25.0,5.0,50.0,3.0,False,5.51426038311809,102
False,2,2,63.0,50.0,5.0,0.0,4.0,False,3.7230923252791794,141
False,3,1,12.0,98.0,4.0,74.0,3.0,False,3.733249933848799,100
True,3,5,92.0,66.0,5.0,26.0,1.0,False,3.3713649960890137,71
False,3,1,24.0,45.0,3.0,94.0,4.0,False,5.719191066495727,18
True,2,5,47.0,67.0,5.0,48.0,1.0,False,2.3745081133835826,151
True,3,5,1.0,15.0,4.0,38.0,5.0,False,0.732195287536425,14
True,2,3,51.0,57.0,4.0,35.0,5.0,False,2.6661781411559184,64
True,3,1,85.0,55.0,5.0,44.0,1.0,False,3.803791233462708,122
True,3,2,93.0,65.0,5.0,79.0,4.0,False,4.589024217326411,132
True,3,5,7.0,83.0,4.0,77.0,2.0,True,1.883678247562501,63
True,2,2,26.0,36.0,2.0,88.0,4.0,False,2.5402141694090457,19
False,2,1,1.0,26.0,3.0,28.0,5.0,False,0.5026411473611432,14
True,1,5,88.0,99.0,1.0,45.0,1.0,False,1.307109931064242,97
True,2,1,82.0,13.0,3.0,28.0,5.0,False,4.130568716228769,128
False,1,1,48.0,34.0,1.0,76.0,3.0,False,3.3426243669329194,30
False,3,5,6.0,16.0,2.0,39.0,4.0,False,1.1376130923067895,11
False,2,3,47.0,1.0,5.0,40.0,4.0,False,2.337342072210633,184
True,3,5,73.0,21.0,5.0,55.0,2.0,True,1.4727522979897198,48
False,1,4,10.0,76.0,3.0,93.0,3.0,False,5.07308234410108,139
False,3,4,6.0,41.0,1.0,27.0,5.0,False,0.9701748397285618,9
True,3,5,17.0,15.0,2.0,57.0,1.0,True,1.1058915068362716,60
False,2,2,30.0,52.0,2.0,74.0,1.0,False,4.526155302055974,17
True,3,2,97.0,67.0,2.0,31.0,3.0,False,2.3724495272043575,127
False,3,5,70.0,46.0,1.0,53.0,5.0,False,2.699227009970418,165
True,3,4,52.0,59.0,3.0,65.0,1.0,False,2.788024940544342,129
False,3,3,84.0,10.0,2.0,19.0,1.0,False,4.09976950089345,172
True,3,1,30.0,48.0,4.0,91.0,3.0,False,4.472138436849313,34
True,1,1,60.0,86.0,4.0,54.0,3.0,False,3.9972587497648853,162
False,2,2,41.0,53.0,2.0,73.0,5.0,False,5.401165385372981,37
False,3,2,27.0,39.0,2.0,50.0,2.0,False,2.9206821277553052,40
True,1,2,66.0,23.0,1.0,21.0,2.0,False,3.802059036909943,89
True,3,3,83.0,35.0,2.0,10.0,3.0,False,3.5286456400976216,96
False,3,5,9.0,36.0,3.0,46.0,5.0,False,0.7757281545470045,12
True,1,5,29.0,0.0,1.0,43.0,4.0,False,1.5886223502669585,152
True,2,4,59.0,9.0,3.0,50.0,2.0,True,1.2963112345437156,58
False,1,2,88.0,27.0,4.0,10.0,5.0,False,3.9154804242815118,81
False,3,5,67.0,2.0,1.0,36.0,3.0,False,2.8852482831351205,139
True,3,4,8.0,54.0,2.0,48.0,2.0,False,0.7673027425301494,15
True,1,1,71.0,42.0,4.0,27.0,3.0,False,2.55847080036906,97
True,3,2,31.0,38.0,1.0,54.0,1.0,True,1.6712259406453907,91
False,1,4,72.0,35.0,1.0,25.0,4.0,False,3.5654852916441113,22
False,2,5,5.0,40.0,3.0,43.0,2.0,False,0.9701748397285618,7
False,2,5,1.0,40.0,1.0,41.0,4.0,False,1.0589727703024856,20
False,3,4,5.0,45.0,1.0,33.0,2.0,False,0.8108356095407291,8
True,1,2,83.0,33.0,5.0,4.0,1.0,False,2.7448184631602226,110
True,1,2,44.0,44.0,4.0,68.0,4.0,False,3.5910879173211363,31
True,2,1,22.0,44.0,1.0,71.0,4.0,False,3.7480421717032844,31
True,3,4,98.0,27.0,1.0,22.0,4.0,False,1.6486796516847875,131
False,2,1,74.0,65.0,1.0,29.0,3.0,False,2.849814438514936,88
True,3,1,24.0,7.0,3.0,12.0,5.0,False,3.3356047618423688,79
True,3,5,86.0,63.0,5.0,66.0,4.0,False,3.1397522697345073,90
False,3,4,80.0,26.0,5.0,24.0,5.0,False,3.236975612325286,174
False,2,2,53.0,48.0,2.0,64.0,3.0,False,5.047379470003591,16
True,3,2,89.0,56.0,3.0,32.0,4.0,False,1.6072053708534333,190
False,3,5,13.0,17.0,2.0,32.0,2.0,False,0.8294186301272037,9
True,2,5,2.0,39.0,5.0,32.0,2.0,False,1.102505637313065,17
False,2,1,8.0,30.0,4.0,39.0,1.0,False,1.102505637313065,10
False,3,1,60.0,54.0,5.0,56.0,4.0,False,4.341539835817575,141
True,2,4,70.0,25.0,2.0,1.0,3.0,False,2.8936736951519757,171
True,1,2,59.0,32.0,3.0,20.0,1.0,False,3.168819288517062,97
True,1,1,10.0,3.0,5.0,83.0,1.0,True,0.0,178
False,3,1,35.0,30.0,4.0,77.0,1.0,False,5.7954464126943455,8
False,1,5,88.0,21.0,5.0,49.0,5.0,False,2.7529174855506175,99
True,3,2,62.0,23.0,2.0,0.0,2.0,False,2.6827025755631686,108
True,1,4,64.0,43.0,3.0,74.0,3.0,False,1.9319242674402686,59
True,2,5,71.0,30.0,5.0,83.0,3.0,False,1.9403496794571236,147
True,3,5,87.0,75.0,5.0,61.0,1.0,False,2.2151688831957497,120
False,1,1,68.0,37.0,1.0,51.0,4.0,False,5.211779967523214,107
True,1,2,78.0,8.0,5.0,69.0,2.0,True,0.6481556172718578,138
True,1,5,44.0,11.0,2.0,13.0,2.0,False,1.164621524910119,50
False,1,1,57.0,45.0,1.0,70.0,2.0,False,6.63534904101763,7
False,3,2,31.0,4.0,4.0,80.0,1.0,False,4.281156144773286,100
True,3,2,43.0,45.0,3.0,59.0,4.0,False,1.8100774680518452,106
False,1,2,23.0,45.0,2.0,46.0,1.0,False,5.7252315027068965,24
True,2,5,79.0,45.0,2.0,19.0,5.0,False,6.2356452828319755,96
False,2,2,55.0,31.0,2.0,60.0,4.0,False,4.908355456954998,25
True,1,5,2.0,63.0,3.0,17.0,1.0,True,1.4367410545186137,20
False,3,2,24.0,36.0,4.0,74.0,3.0,False,6.751155404194882,6
True,3,5,1.0,55.0,4.0,36.0,5.0,False,0.9080589521315077,7
False,3,5,76.0,22.0,2.0,39.0,1.0,False,3.847324100473288,194
True,1,5,4.0,88.0,4.0,33.0,2.0,False,1.5720979158597084,69
True,1,5,82.0,26.0,2.0,32.0,4.0,False,2.5233633453753357,110
False,1,1,36.0,51.0,3.0,64.0,2.0,False,5.578108467267908,43
True,3,5,79.0,27.0,1.0,36.0,2.0,False,3.228876589934891,131
True,3,5,4.0,16.0,5.0,45.0,2.0,False,1.7209531478514615,121
False,2,5,69.0,29.0,5.0,78.0,4.0,False,1.7395361684379362,152
True,1,5,90.0,64.0,3.0,3.0,2.0,False,1.7125277358346067,140
False,1,5,88.0,81.0,5.0,31.0,1.0,False,1.09408022529621,126
True,2,2,32.0,37.0,2.0,20.0,5.0,False,1.4022746874757956,127
False,3,5,3.0,33.0,1.0,43.0,2.0,False,0.6349719449456463,8
True,2,2,60.0,42.0,4.0,4.0,3.0,False,2.7630750941202367,161
True,3,4,54.0,59.0,5.0,68.0,3.0,False,3.8388986884564327,130
False,1,2,49.0,45.0,2.0,63.0,2.0,False,3.2994178895488,37
True,3,1,81.0,51.0,1.0,37.0,2.0,True,1.3431211745353484,57
False,3,4,5.0,14.0,2.0,48.0,4.0,False,0.8108356095407291,9
True,3,4,6.0,45.0,2.0,39.0,5.0,False,0.8729514971377832,6
False,1,2,26.0,53.0,2.0,84.0,3.0,False,4.8603790279595085,33
False,2,2,52.0,31.0,2.0,80.0,5.0,False,5.055478492393986,15
False,3,5,10.0,32.0,2.0,45.0,4.0,False,0.7943111751334793,9
False,3,3,62.0,7.0,2.0,84.0,4.0,False,4.285790774058151,96
True,3,5,65.0,34.0,5.0,33.0,5.0,False,4.668317318583637,130
True,2,1,46.0,30.0,2.0,89.0,1.0,False,6.159716326259815,37
True,3,4,64.0,69.0,4.0,59.0,2.0,False,1.7395361684379362,123
True,2,5,52.0,86.0,2.0,36.0,3.0,False,1.1376130923067895,63
False,3,2,67.0,28.0,5.0,0.0,1.0,False,2.7630750941202367,185
True,3,2,76.0,28.0,4.0,34.0,1.0,True,0.8934391999191611,170
True,1,2,62.0,4.0,2.0,20.0,2.0,False,0.5914390779350669,94
False,1,1,23.0,37.0,2.0,70.0,3.0,False,2.0726804770416267,17
True,1,4,91.0,66.0,4.0,37.0,1.0,False,3.007421472150004,135
False,2,3,15.0,4.0,5.0,55.0,4.0,False,2.031206196210272,157
False,1,2,57.0,38.0,1.0,73.0,3.0,False,4.6659323427779515,41
True,1,4,8.0,44.0,5.0,56.0,3.0,True,0.3528821268920085,125
True,3,4,86.0,33.0,5.0,32.0,1.0,False,3.783476016323469,109
True,1,1,61.0,42.0,1.0,54.0,1.0,False,3.158335290320982,109
False,3,1,11.0,56.0,5.0,49.0,5.0,False,0.9431664071252321,17
True,3,2,66.0,76.0,4.0,36.0,1.0,False,2.9020991071688305,88
True,3,5,75.0,21.0,3.0,41.0,3.0,False,2.0747390632208518,154
True,2,3,26.0,59.0,5.0,63.0,2.0,False,3.1600674868737464,130
False,3,4,8.0,57.0,5.0,38.0,2.0,False,0.8294186301272037,19
False,3,1,25.0,41.0,2.0,65.0,4.0,False,5.197640508921649,15
True,2,2,55.0,58.0,4.0,77.0,1.0,False,4.121490524958993,122
False,1,1,36.0,38.0,2.0,52.0,3.0,False,5.876471710504335,32
False,3,5,1.0,53.0,4.0,37.0,4.0,False,0.9617494277117069,16
True,2,5,49.0,32.0,3.0,68.0,2.0,False,1.5987799588365783,132
True,2,2,63.0,76.0,2.0,50.0,2.0,True,1.96649943102524,46
False,1,1,51.0,44.0,3.0,81.0,3.0,False,5.8697784950402445,24
True,3,5,33.0,6.0,1.0,15.0,4.0,False,1.756060602845186,87
True,1,5,49.0,15.0,5.0,85.0,2.0,True,1.5195622379813525,71
True,1,2,23.0,32.0,2.0,97.0,4.0,False,2.96215640858666,12
True,3,4,2.0,49.0,2.0,40.0,5.0,False,0.8108356095407291,12
True,1,3,81.0,6.0,1.0,75.0,4.0,False,3.044913902949413,136
True,3,5,48.0,57.0,5.0,62.0,1.0,True,1.5663721779729851,41
True,3,4,64.0,58.0,4.0,27.0,1.0,False,3.228876589934891,111
True,3,4,12.0,10.0,4.0,24.0,4.0,False,0.5026411473611432,14
False,2,1,11.0,56.0,5.0,31.0,2.0,False,0.7757281545470045,8
True,2,1,23.0,49.0,4.0,53.0,3.0,False,5.12775198856066,18
False,2,5,8.0,14.0,2.0,47.0,2.0,False,0.9080589521315077,13
True,1,1,69.0,35.0,2.0,48.0,1.0,False,0.38889337036311467,30
False,2,2,24.0,42.0,2.0,73.0,4.0,False,5.425462452544166,28
False,3,1,53.0,44.0,2.0,60.0,3.0,False,5.206392310564964,28
False,2,1,3.0,39.0,2.0,48.0,5.0,False,0.9266419727179824,12
True,1,2,42.0,35.0,2.0,96.0,4.0,False,4.993362604796932,5
True,2,5,59.0,73.0,5.0,0.0,5.0,False,2.1344699750122205,151
True,1,5,50.0,31.0,3.0,52.0,4.0,False,0.6785048119562258,127
False,1,2,24.0,2.0,5.0,6.0,2.0,False,3.5040221832999774,74
False,2,5,7.0,18.0,3.0,30.0,1.0,False,1.102505637313065,18
True,3,4,65.0,56.0,5.0,35.0,5.0,False,3.5286456400976216,93
False,3,5,29.0,77.0,1.0,62.0,4.0,True,3.2240546405255497,126
True,3,5,77.0,72.0,5.0,10.0,4.0,False,2.577053820955535,91
True,3,5,89.0,63.0,3.0,67.0,1.0,False,3.441906295702923,114
True,3,3,51.0,3.0,3.0,26.0,4.0,False,3.0533393149662684,163
True,3,5,58.0,45.0,2.0,71.0,5.0,False,2.2232679055861446,100
True,3,2,36.0,3.0,5.0,88.0,1.0,True,1.800857064099762,136
False,2,1,23.0,36.0,3.0,84.0,1.0,False,4.41002254925226,32
False,3,5,12.0,15.0,4.0,48.0,4.0,False,0.5998644899519219,12
True,3,5,94.0,47.0,5.0,74.0,5.0,False,1.2615184778744377,133
True,3,5,57.0,15.0,2.0,65.0,3.0,False,3.7234187149056392,109
True,1,5,50.0,40.0,5.0,76.0,1.0,False,3.687984870285455,108
True,3,1,68.0,3.0,3.0,2.0,1.0,False,3.1870759194770764,133
True,1,2,3.0,31.0,5.0,31.0,3.0,False,1.7395361684379362,65
False,2,1,14.0,66.0,4.0,13.0,3.0,False,5.2036809451328185,141
True,3,5,97.0,55.0,4.0,34.0,1.0,False,3.0715959459262834,103
True,3,5,50.0,23.0,2.0,30.0,2.0,False,0.40541780477036454,86
False,3,5,94.0,1.0,4.0,58.0,3.0,True,1.96649943102524,152
True,3,5,74.0,76.0,4.0,8.0,5.0,False,2.0726804770416267,183
True,2,5,16.0,7.0,5.0,3.0,2.0,False,1.7455766046491064,183
False,2,3,31.0,82.0,4.0,51.0,5.0,False,3.3679006029834846,65
False,2,5,6.0,25.0,3.0,43.0,1.0,False,0.6349719449456463,13
False,1,4,4.0,80.0,4.0,66.0,3.0,False,2.9189499312025404,157
False,2,1,2.0,41.0,5.0,99.0,1.0,False,3.65255102566527,125
False,2,2,74.0,91.0,5.0,47.0,4.0,False,5.379544609727901,32
True,1,5,51.0,64.0,4.0,33.0,1.0,False,2.4696728697951364,145
False,3,2,45.0,50.0,2.0,71.0,4.0,False,4.74695764058794,31
False,1,1,39.0,37.0,2.0,50.0,5.0,False,5.152049055731845,14
True,2,2,43.0,57.0,1.0,9.0,2.0,False,0.7858857631166242,89
False,2,5,4.0,15.0,5.0,41.0,2.0,False,0.732195287536425,20
False,2,2,69.0,59.0,1.0,23.0,3.0,False,2.8817838900295913,91
False,2,4,8.0,5.0,3.0,90.0,3.0,False,4.895486482953233,56
True,1,5,60.0,24.0,5.0,51.0,4.0,False,1.7914944474653705,181
False,3,1,27.0,96.0,4.0,63.0,4.0,False,3.916559841581356,117
True,3,5,84.0,32.0,5.0,41.0,5.0,False,3.9361220310472107,108
True,1,1,33.0,46.0,2.0,50.0,4.0,False,4.368221878794445,17
True,2,2,61.0,15.0,2.0,74.0,5.0,False,0.6886624205258455,70
True,3,2,77.0,27.0,1.0,82.0,3.0,False,2.269185748402409,126
True,3,5,12.0,20.0,5.0,50.0,4.0,False,1.8718669660224396,97
False,3,1,50.0,20.0,4.0,21.0,5.0,False,4.440168985334659,39
False,2,5,84.0,16.0,5.0,73.0,3.0,False,2.726235442573748,108
True,2,5,60.0,21.0,5.0,74.0,5.0,False,2.180061428202025,165
False,1,2,45.0,64.0,4.0,66.0,4.0,False,3.8719475572709325,73
True,3,4,81.0,44.0,3.0,2.0,5.0,False,3.115128812936862,129
True,1,1,22.0,37.0,2.0,89.0,3.0,False,5.398454019940836,23
True,1,5,25.0,67.0,1.0,45.0,2.0,False,1.8779074022336095,109
True,2,1,34.0,19.0,1.0,33.0,2.0,True,1.6712259406453907,32
False,3,5,90.0,14.0,5.0,13.0,1.0,False,3.512121205690372,149
True,2,1,57.0,39.0,4.0,79.0,4.0,False,4.507245891843039,19
True,2,4,77.0,65.0,3.0,41.0,3.0,False,1.7476351908283312,138
False,3,1,4.0,27.0,2.0,36.0,4.0,False,1.1376130923067895,7
False,2,5,75.0,42.0,5.0,13.0,1.0,False,2.20501127462613,171
True,3,5,98.0,44.0,4.0,66.0,1.0,False,2.8234587851645268,90
False,3,5,12.0,20.0,1.0,48.0,4.0,False,1.0403897497160108,19
True,3,5,54.0,73.0,5.0,62.0,4.0,False,2.6827025755631686,143
False,2,1,55.0,41.0,2.0,73.0,3.0,False,4.562668563976003,9
True,2,1,48.0,38.0,2.0,53.0,3.0,False,3.396314842513119,19
False,3,4,72.0,18.0,3.0,45.0,1.0,False,3.036488490932559,122
True,3,1,93.0,91.0,4.0,64.0,4.0,False,4.340134028891271,89
True,3,1,70.0,66.0,3.0,98.0,3.0,False,3.2204511779180365,90
True,3,4,76.0,64.0,3.0,40.0,1.0,False,2.709384618540038,136
False,2,1,39.0,37.0,1.0,67.0,3.0,False,4.668643708210096,11
False,3,5,13.0,36.0,4.0,28.0,5.0,False,0.9431664071252321,11
False,3,2,47.0,33.0,4.0,71.0,2.0,False,3.907055012264657,14
False,3,4,10.0,52.0,1.0,43.0,5.0,False,0.6700793999393708,16
True,1,5,85.0,46.0,2.0,9.0,5.0,False,0.8561006731040731,111
True,1,5,79.0,15.0,3.0,56.0,1.0,True,1.4367410545186137,104
True,1,1,62.0,23.0,5.0,50.0,5.0,False,2.3910325477908323,88
True,3,5,7.0,13.0,5.0,80.0,2.0,True,1.4011649972161209,49
True,2,2,21.0,41.0,2.0,87.0,4.0,False,5.472786102286735,16
True,3,5,88.0,40.0,4.0,52.0,5.0,False,3.6174435706715453,176
True,3,1,26.0,38.0,2.0,93.0,5.0,False,3.803791233462708,140
False,3,5,13.0,17.0,5.0,35.0,4.0,False,0.6970878325427005,12
True,2,5,65.0,66.0,3.0,92.0,2.0,False,1.2017875660830686,9
False,2,2,78.0,73.0,1.0,11.0,2.0,False,3.2471332208949057,122
False,1,2,63.0,92.0,5.0,46.0,4.0,False,3.133385443896877,131
False,1,1,58.0,25.0,5.0,46.0,1.0,False,3.9526464654544613,96
False,3,2,22.0,35.0,4.0,94.0,3.0,False,3.714993302888784,23
False,2,1,39.0,35.0,2.0,86.0,2.0,False,4.709791599414991,32
True,1,4,60.0,38.0,5.0,43.0,1.0,False,2.409615568377307,97
True,3,2,76.0,53.0,2.0,42.0,1.0,False,2.037246632421442,81
True,2,5,45.0,65.0,4.0,20.0,1.0,True,1.047847684155499,17
False,3,2,84.0,56.0,1.0,55.0,1.0,True,1.9057108267721672,125
True,3,1,61.0,54.0,1.0,16.0,5.0,False,1.0839226167265905,163
True,3,3,51.0,48.0,1.0,56.0,1.0,False,3.236975612325286,98
True,3,4,27.0,5.0,4.0,26.0,1.0,True,1.4119636937366473,137
True,2,3,54.0,53.0,4.0,35.0,3.0,False,2.6827025755631686,140
True,3,2,92.0,58.0,3.0,79.0,1.0,False,3.803791233462708,138
True,1,4,96.0,52.0,4.0,95.0,3.0,False,5.4869255608883,61
True,2,5,73.0,5.0,3.0,48.0,1.0,False,1.9589327000435983,192
True,1,5,54.0,31.0,5.0,13.0,1.0,False,3.423323275116448,89
True,3,5,11.0,8.0,2.0,48.0,5.0,False,1.0673981823193406,12
False,3,5,3.0,49.0,3.0,28.0,5.0,False,1.0052822947222864,8
True,3,4,87.0,61.0,5.0,44.0,2.0,False,3.4067988407091985,173
True,2,2,39.0,22.0,1.0,42.0,1.0,False,1.2885269104777675,63
False,1,2,51.0,47.0,2.0,53.0,2.0,False,4.2797503378469814,16
True,3,5,99.0,62.0,4.0,99.0,3.0,False,2.937206562162555,99
False,3,2,63.0,59.0,2.0,22.0,5.0,False,4.674684144421266,108
True,3,5,26.0,92.0,3.0,42.0,2.0,False,2.850140828141396,35
True,1,1,53.0,82.0,3.0,48.0,2.0,False,2.2668007725967243,92
False,2,1,40.0,37.0,2.0,64.0,5.0,False,3.5890293311419117,3
True,1,2,58.0,9.0,2.0,29.0,1.0,True,0.8714066207094948,115
True,3,5,11.0,52.0,5.0,34.0,1.0,False,0.732195287536425,17
False,2,1,12.0,10.0,3.0,24.0,2.0,False,1.3320597774883467,14
False,1,5,60.0,75.0,5.0,17.0,5.0,False,3.1148024233104024,147
True,3,1,52.0,32.0,5.0,71.0,4.0,False,2.629012099982969,117
True,3,1,60.0,25.0,4.0,70.0,1.0,False,3.125286421506482,143
True,3,5,28.0,37.0,3.0,16.0,5.0,False,1.4809150094800998,140
True,2,1,20.0,38.0,2.0,79.0,2.0,False,5.222590355345754,12
False,1,1,88.0,50.0,4.0,13.0,1.0,False,4.490395067809328,86
True,3,5,5.0,36.0,5.0,42.0,5.0,False,0.8645260851209282,21
False,3,4,2.0,53.0,2.0,42.0,4.0,False,0.8645260851209282,8
False,1,2,58.0,53.0,2.0,62.0,3.0,False,5.452470885147496,13
True,1,1,26.0,50.0,2.0,91.0,4.0,False,3.855749512490142,24
True,1,5,51.0,95.0,5.0,79.0,5.0,False,1.3506427980748215,135
True,2,1,98.0,66.0,4.0,56.0,1.0,False,3.061111947730203,101
False,2,2,24.0,31.0,2.0,62.0,4.0,False,3.4833805765342776,21
True,2,1,50.0,40.0,2.0,41.0,2.0,False,4.234485274283637,84
True,3,5,50.0,70.0,4.0,87.0,5.0,False,1.896816812446544,134
True,3,5,94.0,48.0,1.0,28.0,3.0,False,2.3660827013667274,153
