external,year,test_1,session_3,session_4,test_2,dropout,outside_interaction,first_sessions
1,3,1,26.0,38.0,2.0,0,2.535860822308472,140
0,3,5,13.0,17.0,5.0,0,0.46472522169513364,12
1,2,5,65.0,66.0,3.0,0,0.8011917107220458,9
0,2,2,78.0,73.0,1.0,0,2.164755480596604,122
0,1,2,63.0,92.0,5.0,0,2.0889236292645847,131
0,1,1,58.0,25.0,5.0,0,2.6350976436363074,96
0,3,2,22.0,35.0,4.0,0,2.476662201925856,23
0,2,1,39.0,35.0,2.0,0,3.1398610662766604,32
1,1,4,60.0,38.0,5.0,0,1.6064103789182047,97
1,3,2,76.0,53.0,2.0,0,1.3581644216142947,81
1,2,5,45.0,65.0,4.0,0,0.6985651227703326,17
0,3,2,84.0,56.0,1.0,0,1.270473884514778,125
1,3,1,61.0,54.0,1.0,0,0.7226150778177269,163
1,3,3,51.0,48.0,1.0,0,2.157983741550191,98
1,3,4,27.0,5.0,4.0,0,0.9413091291577649,137
1,2,3,54.0,53.0,4.0,0,1.788468383708779,140
1,2,3,31.0,24.0,2.0,1,0.48251325034638004,80
1,3,2,92.0,58.0,3.0,0,2.535860822308472,138
1,1,3,55.0,18.0,1.0,1,0.0,104
1,1,4,96.0,52.0,4.0,0,3.6579503739255332,61
1,2,5,73.0,5.0,3.0,0,1.3059551333623989,192
1,1,5,54.0,31.0,5.0,0,2.282215516744299,89
1,3,5,11.0,8.0,2.0,0,0.7115987882128937,12
0,3,5,3.0,49.0,3.0,0,0.6701881964815242,8
1,3,4,87.0,61.0,5.0,0,2.2711992271394656,173
1,2,2,39.0,22.0,1.0,0,0.8590179403185116,63
0,1,2,51.0,47.0,2.0,0,2.853166891897988,16
1,3,5,99.0,62.0,4.0,0,1.95813770810837,99
0,3,2,63.0,59.0,2.0,0,3.116456096280844,108
1,3,5,26.0,92.0,3.0,0,1.9000938854275975,35
1,1,1,53.0,82.0,3.0,0,1.5112005150644827,92
0,2,1,40.0,37.0,2.0,0,2.3926862207612745,3
1,1,2,58.0,9.0,2.0,0,0.5809377471396632,115
1,3,5,11.0,52.0,5.0,0,0.48813019169095,17
0,2,1,12.0,10.0,3.0,0,0.8880398516588979,14
0,1,5,60.0,75.0,5.0,0,2.0765349488736016,147
1,3,1,52.0,32.0,5.0,0,1.7526747333219794,117
1,2,3,41.0,15.0,2.0,1,0.7169981364731569,86
1,3,1,60.0,25.0,4.0,0,2.0835242810043213,143
1,3,5,28.0,37.0,3.0,0,0.9872766729867333,140
1,2,1,20.0,38.0,2.0,0,3.481726903563836,12
0,1,1,88.0,50.0,4.0,0,2.9935967118728857,86
1,3,5,5.0,36.0,5.0,0,0.5763507234139521,21
1,1,2,12.0,14.0,1.0,1,0.5185244938174862,73
0,3,4,2.0,53.0,2.0,0,0.5763507234139521,8
0,1,2,58.0,53.0,2.0,0,3.6349805900983303,13
1,1,1,26.0,50.0,2.0,0,2.570499674993428,24
1,1,5,51.0,95.0,5.0,0,0.900428532049881,135
1,2,1,98.0,66.0,4.0,0,2.040741298486802,101
0,2,2,24.0,31.0,2.0,0,2.3222537176895184,21
1,2,1,50.0,40.0,2.0,0,2.822990182855758,84
1,3,5,50.0,70.0,4.0,0,1.2645445416310295,134
1,3,5,94.0,48.0,1.0,0,1.5773884675778183,153
0,1,3,29.0,21.0,1.0,0,2.876571861893804,121
1,3,4,69.0,38.0,5.0,0,1.4910402496363397,149
1,1,3,53.0,25.0,5.0,0,0.17284149793916206,88
0,1,5,71.0,61.0,5.0,0,1.8987214946414475,172
1,1,5,83.0,55.0,4.0,0,1.217089616587819,47
1,1,1,6.0,20.0,3.0,1,0.3060721869003758,85
0,1,1,52.0,51.0,2.0,0,3.68899745530499,15
1,3,2,64.0,24.0,5.0,0,1.2589276002864596,125
1,3,5,64.0,58.0,5.0,0,1.95951009889452,119
1,2,5,52.0,43.0,2.0,0,1.9180995071631504,118
1,3,4,52.0,4.0,5.0,0,0.7537792450788251,144
1,1,1,86.0,25.0,2.0,0,0.8714066207094947,140
0,3,5,32.0,75.0,1.0,1,0.8466292599275285,164
0,2,2,79.0,50.0,5.0,0,2.5578934015181387,86
0,3,1,66.0,78.0,3.0,0,1.4999666323753427,107
0,2,1,53.0,23.0,2.0,1,1.2715338737617494,161
1,3,2,32.0,32.0,5.0,0,0.6343945460947248,117
0,2,2,57.0,30.0,2.0,0,3.1122115457224244,22
0,3,4,2.0,43.0,2.0,0,0.5115351616867663,12
1,2,4,85.0,76.0,3.0,0,2.028352618095819,79
1,2,5,34.0,51.0,4.0,0,1.0824865368404553,160
0,3,5,16.0,32.0,2.0,1,1.2355226302906432,83
1,3,5,58.0,89.0,4.0,0,0.9578273696790758,99
0,2,2,42.0,34.0,2.0,0,3.982463368730076,18
1,1,5,7.0,52.0,1.0,0,1.6064103789182047,138
0,3,4,9.0,54.0,2.0,0,0.5529457534181358,10
1,1,1,44.0,36.0,2.0,0,3.8114216535443344,15
0,3,3,46.0,17.0,5.0,0,1.9471214185035368,114
0,3,2,27.0,34.0,2.0,0,3.15945667188267,7
0,2,5,69.0,73.0,1.0,1,1.5884047571826516,144
1,2,5,86.0,76.0,5.0,0,1.9471214185035368,152
0,3,5,9.0,30.0,3.0,0,0.7115987882128937,21
1,2,3,81.0,53.0,5.0,0,2.024325660621706,97
1,1,1,59.0,90.0,5.0,0,2.863530402249901,33
0,1,2,57.0,45.0,1.0,0,1.4051919546902343,28
1,3,1,67.0,59.0,5.0,0,2.20076672406771,92
0,3,5,1.0,49.0,5.0,0,0.7584087282045263,9
1,3,5,93.0,22.0,3.0,0,2.3481858761733276,96
0,2,5,73.0,36.0,5.0,0,1.2587100072021526,150
1,2,2,45.0,47.0,2.0,0,2.958020654570393,35
1,1,4,59.0,53.0,4.0,0,1.8408952650449817,127
0,3,1,16.0,43.0,5.0,0,1.8589008867805348,115
1,3,3,58.0,32.0,3.0,0,2.0821518902181717,120
0,3,4,61.0,30.0,1.0,0,1.2893219024129956,152
1,2,1,57.0,61.0,5.0,0,1.3939580720010942,95
0,3,2,3.0,80.0,3.0,0,3.2294539887858127,21
1,2,5,69.0,85.0,5.0,0,2.7537124774858457,172
1,3,5,31.0,32.0,5.0,0,0.4393028758615895,141
1,3,5,90.0,50.0,3.0,0,1.6174266685230378,112
0,3,2,43.0,36.0,3.0,0,1.316971422967232,10
0,2,2,51.0,49.0,2.0,0,3.1538397305381003,18
0,2,2,42.0,52.0,2.0,0,2.2520388077020694,30
1,1,1,16.0,39.0,1.0,1,0.8826405033986346,66
1,1,4,18.0,76.0,4.0,0,0.6287776047501548,111
1,1,3,88.0,31.0,3.0,0,1.21888939934124,63
1,3,5,8.0,26.0,3.0,0,0.5529457534181358,11
0,3,1,59.0,54.0,4.0,0,1.8699171763853681,18
1,3,2,90.0,49.0,4.0,0,1.3637813629588647,157
1,1,2,38.0,42.0,1.0,0,3.3757183431895874,38
1,1,5,93.0,77.0,5.0,0,1.9003114785119042,116
1,3,2,36.0,59.0,5.0,0,1.0442481186486567,45
1,3,5,4.0,26.0,4.0,0,0.8232242899317121,9
1,2,2,49.0,41.0,1.0,1,0.12963112345437156,89
0,2,5,11.0,45.0,5.0,0,0.5295407834223195,17
1,3,3,55.0,35.0,3.0,0,2.4172459884589337,114
0,2,5,1.0,19.0,2.0,0,0.46472522169513364,9
0,2,1,97.0,98.0,1.0,0,3.2294539887858127,169
1,3,2,78.0,68.0,3.0,0,2.3828247288582842,73
0,2,2,75.0,14.0,4.0,0,1.7706803550575325,141
1,3,3,32.0,20.0,5.0,0,0.9101025024966765,78
0,2,1,9.0,55.0,2.0,0,0.35849906823657846,4
1,1,5,64.0,23.0,1.0,1,1.1171253895254116,145
1,2,5,7.0,49.0,3.0,0,0.27027853651357636,21
1,1,5,86.0,41.0,5.0,0,2.3524304267317477,83
0,3,5,11.0,8.0,4.0,0,0.6177613151453216,12
0,3,4,69.0,15.0,2.0,0,2.7509676959135456,127
1,1,3,38.0,15.0,1.0,1,0.17644106344600424,79
1,1,4,90.0,70.0,3.0,0,3.188043397054443,93
1,1,1,67.0,31.0,1.0,0,0.9266207430179874,112
0,1,2,64.0,88.0,1.0,0,2.69451385710323,66
1,2,5,49.0,48.0,1.0,0,1.2479113106816264,148
0,2,1,59.0,52.0,4.0,0,2.839188227636548,4
1,3,4,49.0,52.0,5.0,0,4.1048875669694205,151
1,1,2,88.0,35.0,5.0,0,1.9471214185035368,130
1,3,5,77.0,70.0,4.0,0,1.22313394989966,112
1,1,4,11.0,43.0,4.0,0,2.7836715934437684,82
0,3,5,11.0,17.0,4.0,0,0.8232242899317121,21
0,3,4,1.0,12.0,4.0,0,0.6411662851411379,8
1,3,5,37.0,7.0,1.0,1,0.0,87
1,3,5,25.0,20.0,1.0,0,0.9101025024966765,100
1,3,5,42.0,24.0,3.0,0,0.5405570730271527,87
0,1,1,65.0,92.0,5.0,0,1.465762965859,115
1,2,5,16.0,26.0,2.0,1,0.12963112345437156,92
0,3,4,6.0,47.0,2.0,0,0.42331462996376423,19
0,3,5,9.0,52.0,3.0,0,0.27027853651357636,16
1,2,4,26.0,1.0,3.0,0,0.5884270022657564,76
1,2,5,86.0,41.0,3.0,0,1.4409856050770338,78
1,1,1,68.0,27.0,2.0,0,2.4034849172818005,101
1,2,2,29.0,45.0,2.0,0,2.5952770357753945,14
1,3,5,60.0,72.0,5.0,0,2.7233181753593096,134
1,2,5,86.0,45.0,5.0,0,4.42197604347463,140
0,3,2,66.0,26.0,5.0,0,1.2769332220220124,148
1,3,4,86.0,80.0,2.0,0,2.0765349488736016,54
0,3,3,72.0,30.0,5.0,0,0.8623776353142771,138
1,2,3,72.0,49.0,4.0,0,0.9965232514662574,98
1,3,5,88.0,7.0,2.0,0,1.1381581227443311,62
1,3,3,62.0,27.0,4.0,0,0.6067450255404884,103
1,3,4,62.0,76.0,4.0,0,1.7760797033177957,92
1,3,3,61.0,24.0,3.0,0,2.3828247288582842,154
0,3,5,9.0,23.0,1.0,0,0.5171521030313363,21
1,3,4,90.0,62.0,5.0,0,2.3236261084756684,140
1,3,5,64.0,27.0,4.0,0,2.3414141371269146,98
1,3,5,50.0,66.0,2.0,0,2.3938410184631174,133
1,1,4,43.0,7.0,1.0,1,0.3528821268920085,108
0,3,4,80.0,47.0,1.0,1,1.6356498833428978,74
1,1,5,47.0,90.0,5.0,0,1.412181286820954,143
1,2,1,55.0,93.0,5.0,0,1.147302098567641,140
1,2,5,33.0,7.0,2.0,0,2.527499099391602,95
1,3,1,99.0,78.0,1.0,0,1.7180358806370233,119
0,3,5,12.0,43.0,4.0,0,0.48813019169095,16
1,2,2,86.0,35.0,4.0,0,2.1759893632857437,144
1,1,4,54.0,65.0,4.0,0,0.34568299587832413,98
0,2,3,16.0,38.0,5.0,0,4.717031940770172,148
0,1,2,50.0,53.0,2.0,0,4.324111612932944,43
0,2,1,25.0,38.0,2.0,0,3.959995603351796,32
0,2,3,48.0,36.0,2.0,1,1.307109931064242,188
0,3,2,48.0,33.0,1.0,0,2.8941422974607436,44
1,1,3,69.0,72.0,4.0,0,1.7760797033177957,120
1,3,5,62.0,23.0,5.0,0,1.9883144171505993,104
0,1,2,34.0,33.0,1.0,0,2.6350976436363074,12
0,3,5,4.0,57.0,5.0,0,0.42331462996376423,12
1,3,2,23.0,31.0,2.0,0,2.465645912321023,12
0,3,1,2.0,10.0,4.0,0,0.6053726347543384,18
0,3,1,5.0,35.0,4.0,0,0.3999096599679479,19
1,3,2,3.0,27.0,2.0,0,0.8052186681961591,100
0,3,1,4.0,32.0,2.0,0,0.5171521030313363,20
1,1,4,44.0,23.0,2.0,1,0.3528821268920085,106
0,3,3,45.0,72.0,2.0,0,1.2755608312358626,118
1,3,2,73.0,18.0,5.0,0,1.2645445416310295,109
1,2,1,61.0,67.0,2.0,0,1.6712259406453904,100
1,1,4,67.0,67.0,1.0,0,0.41558550432659436,96
0,2,2,52.0,20.0,5.0,0,2.242177315799079,132
0,1,1,27.0,44.0,3.0,0,3.052360146086888,107
1,3,4,65.0,79.0,1.0,0,1.5830054089223884,79
0,3,5,11.0,50.0,5.0,0,0.3999096599679479,13
1,1,4,67.0,13.0,5.0,0,0.6985651227703326,113
1,1,3,65.0,19.0,4.0,0,2.4472051044168563,105
1,3,4,85.0,32.0,5.0,0,1.4754068646776832,53
0,3,5,73.0,8.0,3.0,0,1.212117660294827,145
1,2,2,62.0,28.0,3.0,0,0.5295407834223195,107
1,3,5,40.0,98.0,1.0,0,1.370553102005278,146
0,2,5,57.0,35.0,4.0,0,1.053464625500069,104
1,2,5,92.0,62.0,5.0,0,1.940132086372817,122
0,2,5,9.0,21.0,1.0,0,0.7998193199358958,13
1,2,4,21.0,87.0,2.0,0,1.428626996314163,129
1,1,1,23.0,51.0,3.0,0,2.7109294949683265,35
1,2,5,43.0,66.0,2.0,0,2.0130917779325657,144
1,3,1,36.0,40.0,2.0,0,2.8283895311160214,28
0,2,2,57.0,44.0,2.0,0,2.069545616742882,33
0,1,1,81.0,35.0,5.0,1,0.6481556172718578,149
1,2,4,65.0,47.0,5.0,0,0.9472384720415137,75
0,3,4,84.0,88.0,3.0,0,1.725025212767743,112
1,2,1,8.0,32.0,3.0,0,0.8232242899317121,19
1,3,2,96.0,36.0,4.0,0,2.2351879836683595,133
1,1,4,57.0,3.0,2.0,0,0.2826672169045594,61
1,3,4,60.0,86.0,2.0,0,1.878061306217931,164
1,2,4,34.0,65.0,3.0,0,1.0277298781273458,71
1,3,3,90.0,19.0,3.0,0,3.147787603024917,163
0,1,2,49.0,21.0,1.0,1,1.1774788076098703,149
0,1,1,42.0,44.0,1.0,0,3.0237734209151155,130
1,2,1,40.0,48.0,1.0,0,1.3347169922184883,159
1,3,2,67.0,10.0,2.0,1,0.3060721869003758,83
1,2,5,48.0,20.0,1.0,1,0.3528821268920085,93
1,3,2,85.0,30.0,4.0,0,2.2531936054039123,105
0,3,5,13.0,39.0,1.0,0,0.4523365413041506,17
1,2,2,25.0,4.0,3.0,1,0.38889337036311467,75
1,3,4,78.0,34.0,1.0,0,1.788468383708779,76
1,3,5,83.0,49.0,2.0,0,1.9939313584951694,112
1,3,5,55.0,59.0,1.0,0,2.229788635408096,129
1,2,1,2.0,45.0,4.0,0,0.46472522169513364,17
0,3,1,10.0,35.0,4.0,0,0.3999096599679479,14
1,3,5,70.0,64.0,3.0,0,0.9652440937770668,108
1,1,5,11.0,8.0,4.0,0,0.5332128799572639,104
1,3,4,91.0,46.0,5.0,0,2.2711992271394656,93
1,2,3,63.0,61.0,4.0,0,3.8233751477667046,123
0,2,5,12.0,61.0,3.0,0,1.3422062473445815,93
1,2,2,76.0,83.0,3.0,0,2.269609243269009,166
1,3,1,51.0,38.0,2.0,0,2.44489550901317,28
0,3,2,48.0,36.0,4.0,0,3.9104408817878635,25
0,2,5,44.0,91.0,4.0,0,1.8586832936962279,153
1,3,4,78.0,73.0,3.0,0,1.7580740815822427,123
1,1,4,53.0,35.0,5.0,0,1.0230703233735325,109
0,2,2,18.0,55.0,1.0,1,1.2355226302906432,117
0,3,5,12.0,40.0,3.0,0,0.7059818468683237,19
0,3,1,6.0,45.0,5.0,0,0.7115987882128937,17
1,1,3,35.0,12.0,1.0,1,0.5405570730271527,78
1,2,5,32.0,13.0,1.0,1,0.0,93
0,3,5,8.0,29.0,1.0,1,1.047847684155499,82
0,1,5,80.0,30.0,1.0,0,2.2408049250129296,134
1,1,2,11.0,36.0,1.0,1,0.8826405033986346,102
1,2,5,25.0,40.0,4.0,0,1.1527014468279042,120
1,3,4,3.0,43.0,2.0,0,1.3541374641401815,120
1,1,5,18.0,56.0,2.0,1,0.5405570730271527,90
1,1,5,43.0,22.0,4.0,0,1.7693079642713827,118
1,3,4,62.0,50.0,3.0,0,1.940132086372817,124
0,1,1,47.0,33.0,3.0,0,2.558110994602445,15
1,2,3,64.0,24.0,1.0,1,0.49374713303552,105
0,1,5,48.0,98.0,4.0,0,1.5884047571826516,167
0,3,4,3.0,10.0,2.0,0,0.44671959995958055,15
1,1,5,21.0,22.0,4.0,0,1.0300596555042527,34
0,2,2,87.0,43.0,1.0,0,2.0601193110085054,139
0,2,2,20.0,32.0,4.0,0,4.129882520835693,29
0,3,5,21.0,56.0,3.0,0,3.6881270829677626,142
1,3,1,88.0,41.0,5.0,0,2.546877111913305,116
1,1,3,97.0,34.0,3.0,0,1.6766252889056537,146
0,2,2,27.0,59.0,3.0,0,3.8096140765895714,129
0,2,5,22.0,51.0,1.0,1,0.12963112345437156,109
1,2,5,69.0,70.0,3.0,0,1.3293601033582152,138
1,3,4,12.0,51.0,4.0,0,1.6422040293050042,85
1,3,4,9.0,51.0,3.0,0,0.6177613151453216,4
1,3,1,49.0,63.0,2.0,0,1.8341235259985684,27
1,2,2,72.0,61.0,5.0,0,2.0643638615669255,88
0,2,5,54.0,53.0,5.0,0,2.1247172796513842,155
0,3,1,69.0,63.0,5.0,0,1.7124189392924531,165
1,3,2,80.0,52.0,3.0,0,1.8933221463811845,125
1,2,5,79.0,53.0,3.0,0,0.8548883801881839,84
0,2,3,63.0,40.0,3.0,0,2.1717448127273236,145
0,1,5,87.0,63.0,4.0,0,2.042113689272952,152
1,3,2,30.0,91.0,5.0,0,0.21785165517737368,162
0,2,5,43.0,82.0,3.0,0,3.0473959839952385,132
1,3,4,69.0,55.0,5.0,0,2.0587469202223554,149
1,2,5,3.0,13.0,5.0,0,0.5763507234139521,6
0,3,5,5.0,21.0,4.0,0,3.755814804467219,92
0,3,5,6.0,13.0,2.0,0,0.44671959995958055,7
0,3,1,57.0,51.0,1.0,0,2.4008303505938375,12
0,1,1,26.0,13.0,2.0,0,3.593569998366961,107
0,3,4,9.0,44.0,3.0,0,0.6935931664773405,4
0,3,5,8.0,43.0,4.0,0,0.7584087282045263,11
0,2,2,15.0,52.0,4.0,0,2.3713732530848373,173
1,1,5,38.0,51.0,5.0,0,1.3995750133456641,108
0,1,1,58.0,49.0,2.0,0,2.5761166163379983,32
0,3,5,68.0,30.0,5.0,0,0.7537792450788251,98
1,3,2,20.0,64.0,3.0,0,1.1182801872272548,85
0,2,1,48.0,49.0,2.0,0,4.664822652518276,18
0,1,1,54.0,42.0,3.0,0,3.551941813551285,6
0,1,5,51.0,61.0,4.0,0,2.4528220457614265,93
1,1,4,65.0,56.0,2.0,0,2.352212833647441,61
1,3,2,90.0,73.0,1.0,0,2.206166072327973,62
0,1,5,54.0,80.0,5.0,0,2.0007030975415825,166
1,2,5,1.0,70.0,5.0,0,2.5408249844001216,67
1,2,4,7.0,44.0,3.0,0,0.6411662851411379,15
1,1,2,26.0,68.0,1.0,0,2.047295444448909,125
0,2,2,57.0,37.0,2.0,0,2.558110994602445,37
1,3,4,70.0,33.0,5.0,0,1.9124825658185807,96
1,2,3,62.0,76.0,5.0,0,1.9829150688903363,118
1,3,2,67.0,37.0,5.0,0,1.5649997871868353,132
1,3,3,79.0,30.0,3.0,0,2.188378043676727,130
1,3,4,69.0,25.0,4.0,0,1.4877955450686664,141
1,3,3,43.0,89.0,1.0,1,1.8476670040913947,150
0,3,4,1.0,32.0,5.0,0,0.6053726347543384,14
1,2,2,48.0,15.0,4.0,0,2.1413505106007875,138
1,2,5,8.0,28.0,5.0,0,0.5819676647585221,20
1,2,5,75.0,89.0,3.0,0,2.0641462684826184,121
1,1,2,44.0,47.0,5.0,0,1.0246603072439893,122
0,3,5,4.0,50.0,5.0,0,0.8232242899317121,20
1,3,3,30.0,88.0,5.0,0,1.1720794593496073,129
0,2,5,75.0,57.0,5.0,0,1.1527014468279042,134
0,2,2,45.0,39.0,2.0,0,3.1864534131839863,22
1,3,1,32.0,28.0,5.0,0,0.64335100046184,124
0,1,1,42.0,35.0,2.0,0,3.733999818341859,35
1,1,2,55.0,49.0,3.0,0,3.193660338399013,46
1,2,5,97.0,23.0,2.0,0,2.3180091671310983,114
1,3,5,58.0,1.0,1.0,0,2.123562481949541,132
0,2,4,6.0,16.0,4.0,0,0.5115351616867663,13
0,2,3,67.0,98.0,4.0,0,3.0806624458940446,41
1,2,1,71.0,37.0,3.0,0,1.629815348914021,139
1,3,4,85.0,71.0,4.0,0,1.9415044771589667,117
1,3,1,82.0,41.0,4.0,0,1.9538931575499499,85
0,1,5,65.0,78.0,5.0,0,2.2462042732731926,160
1,2,1,29.0,35.0,4.0,0,4.1172762473604045,13
1,2,1,55.0,76.0,4.0,0,2.364819107122731,104
0,2,2,45.0,40.0,3.0,0,2.9645748005324997,46
0,3,5,71.0,64.0,5.0,0,1.553983497582002,171
1,3,1,80.0,32.0,3.0,0,2.0587469202223554,142
1,2,4,80.0,48.0,4.0,0,1.7594464723683925,133
1,1,2,57.0,37.0,3.0,0,1.059081566844639,144
1,3,5,79.0,27.0,4.0,0,1.9829150688903363,46
1,2,2,47.0,24.0,3.0,1,0.9294504433902673,69
0,2,1,89.0,66.0,5.0,0,1.2465389198954764,131
1,1,1,58.0,46.0,4.0,0,2.2063836654122797,109
1,1,1,33.0,52.0,3.0,0,2.451667248059583,42
1,3,5,59.0,59.0,4.0,0,1.1058915068362716,106
1,3,4,51.0,41.0,1.0,0,1.8051016146581822,131
0,2,4,47.0,32.0,5.0,0,1.6064103789182047,135
1,3,5,68.0,27.0,3.0,0,1.4713799072035698,47
1,2,2,70.0,26.0,4.0,0,2.0007030975415825,91
1,2,5,63.0,65.0,5.0,0,0.34568299587832413,112
0,2,1,82.0,24.0,5.0,0,2.157983741550191,122
1,3,5,64.0,0.0,2.0,0,0.5020062532961754,121
0,3,5,13.0,12.0,4.0,0,0.7998193199358958,8
1,3,5,1.0,95.0,2.0,0,0.9184341537854341,48
0,2,1,57.0,32.0,2.0,0,3.2364433209165324,19
1,2,5,10.0,34.0,2.0,0,0.37688962253941255,92
1,1,2,49.0,15.0,2.0,1,0.7998193199358958,61
0,3,5,6.0,39.0,5.0,0,0.5529457534181358,9
0,2,2,70.0,42.0,1.0,0,1.0878858851007185,178
1,3,5,87.0,75.0,1.0,1,0.8714066207094947,150
0,3,5,89.0,66.0,3.0,0,2.8943598905450503,171
0,2,5,1.0,18.0,4.0,0,0.5171521030313363,13
1,2,2,78.0,28.0,4.0,0,2.20076672406771,127
0,2,5,81.0,18.0,5.0,0,2.2351879836683595,174
1,2,4,83.0,13.0,3.0,0,2.611692673640491,119
0,3,1,5.0,29.0,5.0,0,0.5295407834223195,10
1,1,2,24.0,48.0,3.0,0,1.6934761129393636,31
1,1,1,89.0,60.0,2.0,0,0.9474560651258205,83
1,1,4,61.0,34.0,4.0,0,1.2521558612400463,52
0,2,3,60.0,26.0,5.0,1,1.0811141460543054,163
0,3,2,24.0,49.0,2.0,0,1.8285065846539985,26
1,1,2,53.0,77.0,5.0,0,0.9341099981440806,44
0,3,4,12.0,30.0,2.0,0,0.46472522169513364,10
1,3,5,10.0,53.0,4.0,0,0.42331462996376423,6
1,3,4,69.0,53.0,4.0,0,4.104669973885114,110
1,3,5,96.0,62.0,2.0,0,1.387186332954681,126
1,1,4,59.0,78.0,5.0,0,1.6464485798634243,94
1,1,2,56.0,41.0,2.0,0,3.306875823988288,31
1,2,2,36.0,86.0,2.0,1,1.6131821179646177,156
0,3,2,57.0,96.0,1.0,0,3.486908658739792,103
1,3,4,52.0,28.0,4.0,0,0.5185244938174862,20
0,3,4,70.0,86.0,1.0,1,1.5168174564090526,82
1,1,1,79.0,58.0,2.0,0,2.4100390632439073,117
1,2,5,10.0,55.0,5.0,0,0.3350940982407621,24
0,3,1,21.0,50.0,2.0,0,2.5646651405645517,19
1,1,5,68.0,52.0,5.0,0,1.8769065085160879,55
0,1,5,80.0,99.0,1.0,0,2.6776630330695204,85
1,1,3,59.0,85.0,2.0,1,1.8476670040913947,164
1,3,4,39.0,34.0,1.0,0,2.823709794388988,106
1,3,2,38.0,2.0,2.0,0,0.9413091291577649,147
1,2,5,43.0,90.0,5.0,0,1.9180995071631504,172
1,1,2,20.0,28.0,4.0,0,0.4467921309876828,84
1,2,1,5.0,18.0,5.0,0,0.73500375820871,6
1,2,5,40.0,36.0,2.0,0,2.6999132053634933,110
1,3,3,45.0,38.0,4.0,0,2.815565664556425,67
0,1,1,26.0,53.0,3.0,0,4.406932796395683,24
1,1,3,58.0,9.0,1.0,1,0.5405570730271527,112
0,2,5,68.0,30.0,5.0,0,1.6878591715947937,163
0,3,1,9.0,26.0,5.0,0,0.7115987882128937,8
1,3,4,93.0,92.0,4.0,0,3.3410794905046313,118
1,3,2,2.0,47.0,1.0,1,0.12963112345437156,96
0,3,4,62.0,12.0,3.0,1,1.693258519855057,106
1,3,1,68.0,74.0,4.0,0,2.45325723193004,132
0,1,2,62.0,33.0,4.0,0,1.2893219024129956,150
0,1,2,37.0,46.0,4.0,0,3.8708378670112573,31
1,1,1,76.0,26.0,5.0,0,1.7774520941039458,171
1,3,5,42.0,21.0,5.0,0,1.7292697633261631,115
0,2,5,2.0,30.0,4.0,0,0.48813019169095,24
1,3,4,3.0,44.0,2.0,0,0.3999096599679479,24
1,2,2,88.0,43.0,4.0,0,1.5816330181362384,90
1,1,5,39.0,62.0,1.0,0,1.8919497555950344,45
0,3,4,68.0,19.0,5.0,0,1.9127001589028871,164
1,2,2,59.0,69.0,1.0,0,1.9471214185035368,101
0,3,5,16.0,33.0,3.0,0,0.924790888636454,126
1,3,5,97.0,66.0,2.0,0,1.6478209706495741,110
0,1,4,85.0,35.0,4.0,0,2.670891294023107,106
0,2,1,38.0,42.0,1.0,0,2.958020654570393,30
1,1,5,49.0,55.0,1.0,0,2.211783013672543,142
0,1,4,65.0,80.0,2.0,0,2.264209895008746,96
1,2,3,98.0,30.0,5.0,0,2.0531299788777853,71
0,2,3,39.0,61.0,5.0,1,0.3528821268920085,171
1,1,5,26.0,69.0,2.0,0,1.9703087954150464,54
0,2,5,48.0,49.0,2.0,0,1.7526747333219794,109
0,2,4,7.0,52.0,2.0,0,0.6411662851411379,20
1,2,5,3.0,32.0,5.0,0,0.35849906823657846,62
1,1,5,83.0,30.0,1.0,0,1.5526111067958521,103
0,1,2,48.0,53.0,3.0,0,2.8157832576407316,27
1,3,5,58.0,56.0,2.0,0,2.2599653444503254,116
1,1,3,38.0,8.0,1.0,1,0.5185244938174862,73
0,1,5,79.0,3.0,3.0,0,1.0822689437561486,150
1,1,3,58.0,56.0,1.0,0,1.212117660294827,108
1,1,3,48.0,6.0,1.0,1,0.49374713303552,75
1,3,5,57.0,28.0,5.0,0,1.7002478519857769,98
0,3,2,59.0,42.0,2.0,0,2.610320282854341,19
1,2,5,56.0,54.0,5.0,0,2.0049476481000026,109
0,2,4,97.0,36.0,5.0,0,0.6935931664773405,92
1,1,1,84.0,27.0,3.0,0,1.0298420624199458,139
1,1,2,44.0,48.0,4.0,0,1.0442481186486567,15
0,2,3,38.0,16.0,2.0,0,2.3470310784714847,71
1,1,1,60.0,19.0,3.0,0,0.9708610351216368,49
0,2,5,85.0,14.0,5.0,0,1.058863973760332,166
0,3,5,9.0,31.0,3.0,0,0.42331462996376423,13
0,2,1,65.0,21.0,1.0,0,2.1483398427315072,165
1,1,5,48.0,51.0,1.0,0,2.811103520913698,109
1,1,3,91.0,29.0,5.0,0,1.8750989315613245,98
1,3,3,37.0,26.0,5.0,0,2.9299359478475435,132
1,3,2,92.0,57.0,3.0,0,2.359419758862468,105
0,2,1,57.0,16.0,4.0,0,2.650358483799561,68
1,1,5,9.0,63.0,5.0,0,1.5238067885397726,94
1,3,3,60.0,45.0,1.0,0,3.247242017437059,40
0,3,5,8.0,35.0,3.0,0,0.6701881964815242,8
0,2,5,33.0,80.0,2.0,1,1.307109931064242,113
0,2,2,30.0,39.0,3.0,0,4.0940888704488945,7
0,2,5,65.0,78.0,3.0,0,2.4186183792450837,120
